Date,Store,Category,Sales,Profit,Quantity
2024-03-29,C,Beverages,3123,594,69
2024-03-29,C,Snacks,1894,349,77
2024-03-29,C,Fruits,1724,401,38
2024-03-29,B,Bakery,4656,1321,83
2024-03-29,B,Beverages,4094,899,76
2024-03-29,B,Fruits,4127,1236,92
2024-03-29,A,Bakery,2062,370,75
2024-03-29,A,Dairy,3366,940,99
2024-03-29,A,Beverages,3187,900,74
2024-03-29,A,Snacks,4682,1195,41
2024-03-29,A,Fruits,2410,395,91
2024-03-29,B,Snacks,3059,870,56
2024-03-30,C,Dairy,4016,879,84
2024-03-30,C,Beverages,3983,888,79
2024-03-30,C,Snacks,2247,547,43
2024-03-30,C,Fruits,3300,782,83
2024-03-30,B,Bakery,2811,760,65
2024-03-30,B,Dairy,4513,881,50
2024-03-30,B,Beverages,3230,559,107
2024-03-30,C,Bakery,1790,460,76
2024-03-30,B,Fruits,2948,799,45
2024-03-30,A,Bakery,1436,228,32
2024-03-30,A,Dairy,4934,1003,47
2024-03-30,A,Beverages,1661,281,75
2024-03-30,A,Snacks,909,177,83
2024-03-30,A,Fruits,2903,783,42
2024-03-30,B,Snacks,4094,824,101
2024-03-31,C,Bakery,3692,708,51
2024-03-31,C,Dairy,4003,1160,58
2024-03-31,C,Beverages,2681,661,33
2024-03-31,C,Snacks,2832,665,25
2024-03-31,C,Fruits,3677,1042,32
2024-03-31,B,Bakery,2630,558,87
2024-03-31,B,Dairy,1026,216,67
2024-03-31,B,Beverages,2034,415,79
2024-03-31,B,Fruits,4602,1028,104
2024-03-31,A,Bakery,3903,1136,28
2024-03-31,A,Dairy,2326,545,58
2024-03-31,A,Beverages,2953,462,34
2024-03-31,A,Snacks,1487,371,37
2024-03-31,A,Fruits,1025,183,28
2024-03-31,B,Snacks,1246,277,95
2024-04-01,B,Bakery,4358,1145,41
2024-04-01,C,Bakery,4557,825,91
2024-04-01,C,Dairy,2796,542,36
2024-04-01,C,Beverages,3779,881,116
2024-04-01,C,Snacks,1075,198,96
2024-04-01,C,Fruits,3486,937,61
2024-04-01,B,Dairy,3134,881,104
2024-04-01,A,Dairy,3094,636,91
2024-04-01,B,Snacks,1626,383,50
2024-04-01,B,Fruits,3753,1066,22
2024-04-01,A,Bakery,2853,536,97
2024-04-01,B,Beverages,4708,1404,81
2024-04-01,A,Beverages,2466,703,117
2024-04-01,A,Snacks,852,236,113
2024-04-01,A,Fruits,4062,1130,57
2024-04-02,C,Bakery,3751,1081,91
2024-04-02,C,Dairy,2304,661,97
2024-04-02,C,Beverages,4591,920,28
2024-04-02,C,Snacks,3872,595,63
2024-04-02,C,Fruits,2648,765,71
2024-04-02,B,Bakery,3231,619,71
2024-04-02,B,Dairy,4235,713,114
2024-04-02,B,Beverages,942,207,92
2024-04-02,B,Snacks,2447,604,74
2024-04-02,B,Fruits,4209,1057,32
2024-04-02,A,Bakery,1297,332,112
2024-04-02,A,Dairy,1712,513,49
2024-04-02,A,Beverages,4143,1094,21
2024-04-02,A,Snacks,2320,612,47
2024-04-02,A,Fruits,4345,1036,78
2024-04-03,C,Dairy,4547,992,77
2024-04-03,C,Beverages,4597,1319,109
2024-04-03,C,Snacks,1851,449,85
2024-04-03,C,Fruits,1829,327,38
2024-04-03,B,Bakery,1670,400,47
2024-04-03,B,Dairy,2273,355,82
2024-04-03,B,Beverages,2986,461,107
2024-04-03,C,Bakery,4159,1064,100
2024-04-03,B,Fruits,1292,277,83
2024-04-03,A,Bakery,2391,489,25
2024-04-03,A,Dairy,2548,701,104
2024-04-03,A,Beverages,2304,537,51
2024-04-03,A,Snacks,3462,857,62
2024-04-03,A,Fruits,2144,447,61
2024-04-03,B,Snacks,2056,380,68
2024-04-04,C,Dairy,3198,909,69
2024-04-04,C,Beverages,4564,966,63
2024-04-04,C,Snacks,3311,726,34
2024-04-04,C,Fruits,1828,481,86
2024-04-04,B,Bakery,3881,1108,102
2024-04-04,B,Dairy,3849,1011,92
2024-04-04,B,Beverages,2073,457,43
2024-04-04,C,Bakery,4982,1263,67
2024-04-04,B,Fruits,3759,899,75
2024-04-04,A,Bakery,4805,787,46
2024-04-04,A,Dairy,3456,1028,82
2024-04-04,A,Beverages,2761,824,101
2024-04-04,A,Snacks,2178,471,75
2024-04-04,A,Fruits,3547,697,102
2024-04-04,B,Snacks,2198,477,33
2024-04-05,C,Bakery,3666,1024,49
2024-04-05,C,Dairy,3599,938,21
2024-04-05,C,Beverages,2060,378,112
2024-04-05,C,Snacks,2852,626,72
2024-04-05,C,Fruits,1808,495,91
2024-04-05,B,Bakery,4423,880,29
2024-04-05,B,Dairy,3573,910,42
2024-04-05,B,Beverages,1329,363,40
2024-04-05,B,Fruits,1783,362,24
2024-04-05,A,Bakery,4014,1043,71
2024-04-05,A,Dairy,2844,476,116
2024-04-05,A,Beverages,1427,251,105
2024-04-05,A,Snacks,4770,1023,40
2024-04-05,A,Fruits,928,240,108
2024-04-05,B,Snacks,2126,528,106
2024-04-06,B,Dairy,4558,908,36
2024-04-06,C,Dairy,3262,497,54
2024-04-06,C,Beverages,4380,1170,46
2024-04-06,C,Snacks,2062,559,91
2024-04-06,C,Fruits,1389,383,64
2024-04-06,B,Bakery,3449,561,32
2024-04-06,B,Beverages,4917,1398,57
2024-04-06,C,Bakery,1206,289,108
2024-04-06,B,Fruits,3232,551,84
2024-04-06,A,Fruits,4806,1290,109
2024-04-06,A,Snacks,1531,289,113
2024-04-06,B,Snacks,2249,588,40
2024-04-06,A,Dairy,2387,605,108
2024-04-06,A,Bakery,1077,321,59
2024-04-06,A,Beverages,4606,988,77
2024-04-07,C,Dairy,1557,350,27
2024-04-07,C,Beverages,2107,593,115
2024-04-07,C,Snacks,4707,816,59
2024-04-07,C,Fruits,3245,520,56
2024-04-07,B,Bakery,4012,1008,89
2024-04-07,B,Dairy,4198,696,69
2024-04-07,B,Beverages,2891,698,43
2024-04-07,C,Bakery,3006,592,92
2024-04-07,B,Fruits,1803,291,54
2024-04-07,A,Bakery,3734,903,34
2024-04-07,A,Dairy,2285,419,32
2024-04-07,A,Beverages,2211,639,36
2024-04-07,A,Snacks,1509,374,78
2024-04-07,A,Fruits,3876,818,109
2024-04-07,B,Snacks,2738,636,39
2024-04-08,C,Bakery,2997,653,30
2024-04-08,C,Dairy,4162,706,41
2024-04-08,C,Beverages,3263,891,105
2024-04-08,C,Snacks,2275,589,100
2024-04-08,C,Fruits,4522,1341,62
2024-04-08,B,Bakery,3471,662,82
2024-04-08,B,Dairy,2564,604,93
2024-04-08,B,Beverages,4654,1080,59
2024-04-08,B,Fruits,2775,735,23
2024-04-08,A,Bakery,3510,530,88
2024-04-08,A,Dairy,3580,929,58
2024-04-08,A,Beverages,3645,718,93
2024-04-08,A,Fruits,1761,277,27
2024-04-08,B,Snacks,2853,613,51
2024-04-08,A,Snacks,1675,323,76
2024-04-09,C,Bakery,1230,313,67
2024-04-09,B,Dairy,915,159,67
2024-04-09,C,Dairy,986,287,109
2024-04-09,C,Beverages,1583,441,37
2024-04-09,C,Snacks,1777,323,73
2024-04-09,C,Fruits,3750,692,100
2024-04-09,B,Bakery,2946,452,94
2024-04-09,B,Beverages,2760,687,44
2024-04-09,B,Fruits,3215,866,44
2024-04-09,A,Bakery,3771,662,117
2024-04-09,A,Dairy,3731,793,106
2024-04-09,A,Beverages,924,196,66
2024-04-09,A,Snacks,1640,262,42
2024-04-09,A,Fruits,2923,639,106
2024-04-09,B,Snacks,4361,876,77
2024-04-10,C,Dairy,1084,281,39
2024-04-10,C,Beverages,3892,756,83
2024-04-10,C,Snacks,4782,1214,119
2024-04-10,C,Fruits,3995,1035,56
2024-04-10,B,Bakery,1769,278,90
2024-04-10,B,Dairy,1725,313,42
2024-04-10,B,Beverages,2684,753,66
2024-04-10,C,Bakery,1987,419,21
2024-04-10,B,Fruits,2627,428,104
2024-04-10,A,Bakery,816,149,82
2024-04-10,A,Dairy,2859,785,32
2024-04-10,A,Beverages,2702,484,65
2024-04-10,A,Snacks,3130,596,98
2024-04-10,A,Fruits,2156,638,23
2024-04-10,B,Snacks,889,159,99
2024-04-11,C,Bakery,2707,579,29
2024-04-11,C,Dairy,2430,644,72
2024-04-11,C,Beverages,3288,920,104
2024-04-11,C,Snacks,3325,827,50
2024-04-11,C,Fruits,2982,884,87
2024-04-11,B,Bakery,3836,622,63
2024-04-11,B,Dairy,4548,1140,41
2024-04-11,B,Beverages,4388,1090,39
2024-04-11,B,Fruits,4206,719,76
2024-04-11,A,Bakery,1491,293,71
2024-04-11,A,Dairy,2709,546,112
2024-04-11,A,Beverages,2881,538,32
2024-04-11,A,Snacks,4739,989,49
2024-04-11,A,Fruits,1583,250,37
2024-04-11,B,Snacks,2111,350,23
2024-04-12,B,Bakery,4167,1046,69
2024-04-12,C,Bakery,1644,308,61
2024-04-12,C,Dairy,1243,229,61
2024-04-12,C,Beverages,2877,550,103
2024-04-12,C,Snacks,3029,802,85
2024-04-12,C,Fruits,811,203,86
2024-04-12,B,Dairy,1931,326,38
2024-04-12,B,Beverages,4859,1286,72
2024-04-12,B,Snacks,4842,867,111
2024-04-12,B,Fruits,1105,172,31
2024-04-12,A,Bakery,2851,434,90
2024-04-12,A,Dairy,2976,694,30
2024-04-12,A,Beverages,1044,264,50
2024-04-12,A,Snacks,943,169,35
2024-04-12,A,Fruits,3163,742,107
2024-04-13,C,Bakery,3576,899,115
2024-04-13,C,Dairy,3486,1042,99
2024-04-13,C,Beverages,4931,956,64
2024-04-13,C,Snacks,3161,545,95
2024-04-13,C,Fruits,2551,688,33
2024-04-13,B,Bakery,3469,957,97
2024-04-13,B,Dairy,2972,607,43
2024-04-13,B,Beverages,1326,316,31
2024-04-13,B,Snacks,4279,1048,46
2024-04-13,B,Fruits,4955,1060,85
2024-04-13,A,Bakery,3352,926,117
2024-04-13,A,Dairy,2681,652,92
2024-04-13,A,Beverages,3009,667,51
2024-04-13,A,Snacks,984,251,103
2024-04-13,A,Fruits,2069,376,99
2024-04-14,C,Dairy,1125,233,44
2024-04-14,C,Beverages,3138,712,24
2024-04-14,C,Snacks,1735,509,32
2024-04-14,C,Fruits,4978,815,73
2024-04-14,B,Bakery,2068,410,50
2024-04-14,B,Dairy,3053,866,98
2024-04-14,B,Beverages,1171,303,106
2024-04-14,C,Bakery,2785,830,64
2024-04-14,B,Fruits,4272,935,60
2024-04-14,A,Bakery,4013,808,80
2024-04-14,A,Dairy,4589,1159,89
2024-04-14,A,Beverages,3508,758,97
2024-04-14,A,Snacks,2223,641,78
2024-04-14,A,Fruits,994,149,42
2024-04-14,B,Snacks,1409,233,24
2024-04-15,C,Dairy,2958,797,72
2024-04-15,C,Beverages,4312,845,105
2024-04-15,C,Snacks,970,243,32
2024-04-15,C,Fruits,1042,270,38
2024-04-15,B,Bakery,2444,642,39
2024-04-15,B,Dairy,3556,597,110
2024-04-15,B,Beverages,3794,928,52
2024-04-15,C,Bakery,3058,516,91
2024-04-15,B,Fruits,928,207,100
2024-04-15,A,Bakery,2786,551,84
2024-04-15,A,Dairy,3375,957,118
2024-04-15,A,Beverages,4878,1056,73
2024-04-15,A,Snacks,1440,245,103
2024-04-15,A,Fruits,3578,745,108
2024-04-15,B,Snacks,1651,394,89
2024-04-16,C,Bakery,1400,279,73
2024-04-16,C,Dairy,1399,221,99
2024-04-16,C,Beverages,2452,375,56
2024-04-16,C,Snacks,2693,548,31
2024-04-16,C,Fruits,4188,747,87
2024-04-16,B,Bakery,1175,289,26
2024-04-16,B,Dairy,2266,588,71
2024-04-16,B,Beverages,2043,605,84
2024-04-16,B,Fruits,3653,820,117
2024-04-16,A,Bakery,3513,959,61
2024-04-16,A,Dairy,4862,899,74
2024-04-16,A,Beverages,3599,1066,58
2024-04-16,A,Snacks,1723,280,28
2024-04-16,A,Fruits,1657,322,45
2024-04-16,B,Snacks,2271,426,25
2024-04-17,B,Dairy,1746,423,66
2024-04-17,C,Dairy,1472,256,20
2024-04-17,C,Beverages,1190,250,69
2024-04-17,C,Snacks,1992,441,93
2024-04-17,C,Fruits,4390,747,41
2024-04-17,B,Bakery,1043,227,57
2024-04-17,B,Beverages,3347,940,112
2024-04-17,C,Bakery,2011,313,53
2024-04-17,B,Fruits,3629,577,97
2024-04-17,A,Fruits,1898,500,115
2024-04-17,A,Snacks,1165,239,30
2024-04-17,B,Snacks,1072,233,86
2024-04-17,A,Dairy,1546,319,76
2024-04-17,A,Bakery,1877,377,48
2024-04-17,A,Beverages,3276,647,42
2024-04-18,C,Dairy,2535,534,43
2024-04-18,C,Beverages,4620,1193,25
2024-04-18,C,Snacks,3230,963,77
2024-04-18,C,Fruits,1492,375,90
2024-04-18,B,Bakery,2955,810,31
2024-04-18,B,Dairy,4515,731,49
2024-04-18,B,Beverages,4422,874,67
2024-04-18,C,Bakery,1924,456,37
2024-04-18,B,Fruits,2236,522,35
2024-04-18,A,Bakery,2669,469,37
2024-04-18,A,Dairy,1555,365,62
2024-04-18,A,Beverages,4636,1253,43
2024-04-18,A,Snacks,2083,325,20
2024-04-18,A,Fruits,1443,367,62
2024-04-18,B,Snacks,3902,944,23
2024-04-19,C,Bakery,1064,189,77
2024-04-19,C,Dairy,1019,248,70
2024-04-19,C,Beverages,4781,1151,58
2024-04-19,C,Snacks,3956,740,74
2024-04-19,C,Fruits,2249,487,44
2024-04-19,B,Bakery,2273,659,63
2024-04-19,B,Dairy,1690,320,101
2024-04-19,B,Beverages,2571,469,57
2024-04-19,B,Fruits,4756,752,63
2024-04-19,A,Bakery,3988,963,34
2024-04-19,A,Dairy,2364,555,52
2024-04-19,A,Beverages,2069,314,40
2024-04-19,A,Fruits,2880,781,93
2024-04-19,B,Snacks,3106,886,26
2024-04-19,A,Snacks,1661,334,46
2024-04-20,C,Bakery,2314,639,99
2024-04-20,B,Dairy,1139,257,66
2024-04-20,C,Dairy,4279,671,63
2024-04-20,C,Beverages,2437,433,117
2024-04-20,C,Snacks,1816,299,90
2024-04-20,C,Fruits,4066,950,28
2024-04-20,B,Bakery,1356,320,27
2024-04-20,B,Beverages,1703,469,27
2024-04-20,B,Fruits,4389,920,31
2024-04-20,A,Bakery,3195,664,48
2024-04-20,A,Dairy,2970,527,22
2024-04-20,A,Beverages,4678,1140,34
2024-04-20,A,Snacks,1279,235,78
2024-04-20,A,Fruits,3574,945,88
2024-04-20,B,Snacks,1388,308,112
2024-04-21,C,Dairy,1889,438,93
2024-04-21,C,Beverages,1941,523,101
2024-04-21,C,Snacks,3453,640,64
2024-04-21,C,Fruits,2341,689,99
2024-04-21,B,Bakery,2831,835,86
2024-04-21,B,Dairy,3579,548,116
2024-04-21,B,Beverages,3026,640,75
2024-04-21,C,Bakery,2654,427,95
2024-04-21,B,Fruits,1964,458,62
2024-04-21,A,Bakery,2250,385,44
2024-04-21,A,Dairy,4662,1182,62
2024-04-21,A,Beverages,4717,825,60
2024-04-21,A,Snacks,4336,730,79
2024-04-21,A,Fruits,3799,1103,108
2024-04-21,B,Snacks,3505,527,78
2024-04-22,C,Bakery,2912,592,25
2024-04-22,C,Dairy,2567,766,104
2024-04-22,C,Beverages,4886,1377,105
2024-04-22,C,Snacks,4429,769,91
2024-04-22,C,Fruits,4879,1021,54
2024-04-22,B,Bakery,4716,1109,106
2024-04-22,B,Dairy,926,202,118
2024-04-22,B,Beverages,3100,910,68
2024-04-22,B,Fruits,4603,1195,111
2024-04-22,A,Bakery,4146,1125,101
2024-04-22,A,Dairy,3734,661,105
2024-04-22,A,Beverages,2251,472,107
2024-04-22,A,Snacks,4930,1247,72
2024-04-22,A,Fruits,3982,1064,74
2024-04-22,B,Snacks,2112,482,38
2024-04-23,B,Dairy,2956,796,76
2024-04-23,C,Dairy,3397,521,25
2024-04-23,C,Beverages,1096,313,25
2024-04-23,C,Snacks,2785,551,44
2024-04-23,C,Fruits,4531,1086,111
2024-04-23,B,Bakery,2959,660,64
2024-04-23,B,Beverages,3187,602,110
2024-04-23,C,Bakery,2477,721,85
2024-04-23,B,Fruits,3959,608,66
2024-04-23,A,Bakery,2682,492,64
2024-04-23,A,Dairy,2740,492,76
2024-04-23,A,Beverages,4529,844,106
2024-04-23,A,Snacks,2175,632,49
2024-04-23,A,Fruits,4959,1103,106
2024-04-23,B,Snacks,1481,395,26
2024-04-24,C,Bakery,1991,390,28
2024-04-24,C,Dairy,1278,265,34
2024-04-24,C,Beverages,1073,163,79
2024-04-24,C,Snacks,1833,471,49
2024-04-24,C,Fruits,2314,598,58
2024-04-24,B,Bakery,844,201,25
2024-04-24,B,Dairy,2262,443,37
2024-04-24,B,Beverages,3777,679,99
2024-04-24,B,Snacks,3688,734,20
2024-04-24,B,Fruits,1020,276,38
2024-04-24,A,Bakery,4353,859,108
2024-04-24,A,Dairy,3276,914,68
2024-04-24,A,Beverages,3549,636,20
2024-04-24,A,Snacks,2064,471,107
2024-04-24,A,Fruits,2178,356,116
2024-04-25,C,Dairy,1598,318,69
2024-04-25,C,Beverages,978,259,88
2024-04-25,C,Snacks,1974,385,48
2024-04-25,C,Fruits,2438,659,59
2024-04-25,B,Bakery,4001,1159,75
2024-04-25,B,Dairy,4887,1290,92
2024-04-25,B,Beverages,4139,769,56
2024-04-25,C,Bakery,3884,703,111
2024-04-25,B,Fruits,1940,355,30
2024-04-25,A,Bakery,866,159,82
2024-04-25,A,Dairy,4060,689,114
2024-04-25,A,Beverages,1422,387,21
2024-04-25,A,Snacks,4132,1120,39
2024-04-25,A,Fruits,2211,338,100
2024-04-25,B,Snacks,4380,1221,61
2024-04-26,C,Dairy,3997,631,44
2024-04-26,C,Beverages,1713,476,106
2024-04-26,C,Snacks,3393,583,55
2024-04-26,C,Fruits,1772,493,26
2024-04-26,B,Bakery,2377,464,36
2024-04-26,B,Dairy,4455,880,101
2024-04-26,B,Beverages,3152,899,108
2024-04-26,C,Bakery,3178,592,45
2024-04-26,B,Fruits,2315,612,74
2024-04-26,A,Bakery,3063,824,87
2024-04-26,A,Dairy,2190,585,81
2024-04-26,A,Beverages,2650,504,79
2024-04-26,A,Snacks,3733,977,103
2024-04-26,A,Fruits,2405,473,86
2024-04-26,B,Snacks,3717,767,119
2024-04-27,C,Bakery,915,229,33
2024-04-27,C,Dairy,1171,194,66
2024-04-27,C,Beverages,2212,607,67
2024-04-27,C,Snacks,1182,259,100
2024-04-27,C,Fruits,1489,384,82
2024-04-27,B,Bakery,3958,1080,60
2024-04-27,B,Dairy,2554,708,99
2024-04-27,B,Beverages,4629,1192,26
2024-04-27,B,Fruits,2444,585,20
2024-04-27,A,Bakery,2611,698,115
2024-04-27,A,Dairy,2694,785,113
2024-04-27,A,Beverages,1487,375,40
2024-04-27,A,Snacks,1989,339,80
2024-04-27,A,Fruits,4353,1176,47
2024-04-27,B,Snacks,2135,520,87
2024-04-28,B,Dairy,3181,725,112
2024-04-28,C,Dairy,3444,922,80
2024-04-28,C,Beverages,4439,942,113
2024-04-28,C,Snacks,2861,599,27
2024-04-28,C,Fruits,4798,1085,83
2024-04-28,B,Bakery,3349,944,90
2024-04-28,B,Beverages,1824,374,53
2024-04-28,C,Bakery,4356,1210,35
2024-04-28,B,Fruits,1783,423,115
2024-04-28,A,Fruits,4124,843,80
2024-04-28,A,Snacks,3739,638,43
2024-04-28,B,Snacks,2079,596,113
2024-04-28,A,Dairy,3950,799,89
2024-04-28,A,Bakery,3094,786,27
2024-04-28,A,Beverages,1873,372,97
2024-04-29,C,Dairy,3721,579,107
2024-04-29,C,Beverages,4453,823,81
2024-04-29,C,Snacks,2953,458,74
2024-04-29,C,Fruits,2906,745,51
2024-04-29,B,Bakery,2972,478,101
2024-04-29,B,Dairy,1312,257,107
2024-04-29,B,Beverages,3098,801,116
2024-04-29,C,Bakery,4311,939,37
2024-04-29,B,Fruits,1064,241,119
2024-04-29,A,Bakery,4036,858,92
2024-04-29,A,Dairy,4531,914,83
2024-04-29,A,Beverages,2305,551,113
2024-04-29,A,Snacks,1241,359,21
2024-04-29,A,Fruits,3999,874,62
2024-04-29,B,Snacks,3521,925,74
2024-04-30,C,Bakery,4405,1258,94
2024-04-30,C,Dairy,4568,838,74
2024-04-30,C,Beverages,4838,1036,102
2024-04-30,C,Snacks,1040,239,43
2024-04-30,C,Fruits,4805,942,91
2024-04-30,B,Bakery,3538,709,89
2024-04-30,B,Dairy,3368,709,66
2024-04-30,B,Beverages,2620,603,40
2024-04-30,B,Fruits,4377,1238,84
2024-04-30,A,Bakery,2658,591,90
2024-04-30,A,Dairy,3609,790,117
2024-04-30,A,Beverages,1718,260,73
2024-04-30,A,Fruits,1028,258,62
2024-04-30,B,Snacks,4688,1310,71
2024-04-30,A,Snacks,1225,342,100
2024-05-01,C,Bakery,1126,285,115
2024-05-01,B,Dairy,2351,522,80
2024-05-01,C,Dairy,1804,474,87
2024-05-01,C,Beverages,4811,926,72
2024-05-01,C,Snacks,4760,1348,78
2024-05-01,C,Fruits,1385,396,83
2024-05-01,B,Bakery,3695,980,111
2024-05-01,B,Beverages,978,182,20
2024-05-01,B,Fruits,2305,608,54
2024-05-01,A,Bakery,2710,539,38
2024-05-01,A,Dairy,2030,341,75
2024-05-01,A,Beverages,2117,531,33
2024-05-01,A,Snacks,2959,575,37
2024-05-01,A,Fruits,4284,987,60
2024-05-01,B,Snacks,4348,702,89
2024-05-02,C,Dairy,2726,638,20
2024-05-02,C,Beverages,2879,780,50
2024-05-02,C,Snacks,3528,923,42
2024-05-02,C,Fruits,3260,709,53
2024-05-02,B,Bakery,4025,982,54
2024-05-02,B,Dairy,1605,427,99
2024-05-02,B,Beverages,3940,888,80
2024-05-02,C,Bakery,2003,578,115
2024-05-02,B,Fruits,4718,1393,63
2024-05-02,A,Bakery,1701,302,64
2024-05-02,A,Dairy,3348,546,77
2024-05-02,A,Beverages,3720,928,103
2024-05-02,A,Snacks,3499,868,89
2024-05-02,A,Fruits,1833,360,69
2024-05-02,B,Snacks,1347,281,74
2024-05-03,C,Bakery,1688,458,81
2024-05-03,C,Dairy,3076,464,76
2024-05-03,C,Beverages,1143,206,59
2024-05-03,C,Snacks,3988,719,57
2024-05-03,C,Fruits,2921,705,44
2024-05-03,B,Bakery,3294,650,109
2024-05-03,B,Dairy,2860,514,34
2024-05-03,B,Beverages,929,211,55
2024-05-03,B,Fruits,4398,1203,81
2024-05-03,A,Bakery,4951,1259,99
2024-05-03,A,Dairy,4878,1144,61
2024-05-03,A,Beverages,3968,1171,93
2024-05-03,A,Snacks,1469,341,119
2024-05-03,A,Fruits,3881,1062,90
2024-05-03,B,Snacks,4703,1270,78
2024-05-04,B,Dairy,4076,916,98
2024-05-04,C,Dairy,4567,1181,82
2024-05-04,C,Beverages,3657,860,38
2024-05-04,C,Snacks,2516,510,22
2024-05-04,C,Fruits,1977,374,45
2024-05-04,B,Bakery,1796,292,38
2024-05-04,B,Beverages,1534,449,23
2024-05-04,C,Bakery,1465,436,118
2024-05-04,B,Fruits,4595,915,64
2024-05-04,A,Fruits,3683,614,100
2024-05-04,A,Snacks,3215,581,113
2024-05-04,B,Snacks,2920,770,33
2024-05-04,A,Dairy,1724,279,43
2024-05-04,A,Bakery,1712,443,37
2024-05-04,A,Beverages,2538,588,104
2024-05-05,C,Bakery,2099,610,78
2024-05-05,C,Dairy,1902,474,96
2024-05-05,C,Beverages,2759,422,85
2024-05-05,C,Snacks,2551,637,117
2024-05-05,C,Fruits,1355,347,52
2024-05-05,B,Dairy,4793,1159,94
2024-05-05,B,Beverages,3810,875,71
2024-05-05,B,Bakery,4157,1183,68
2024-05-05,B,Fruits,4985,966,97
2024-05-05,A,Bakery,3942,913,97
2024-05-05,A,Dairy,4028,978,111
2024-05-05,A,Beverages,3311,720,35
2024-05-05,A,Snacks,2012,421,73
2024-05-05,A,Fruits,4501,904,26
2024-05-05,B,Snacks,3992,826,64
2024-05-06,B,Bakery,4142,743,22
2024-05-06,C,Dairy,1163,183,53
2024-05-06,C,Bakery,2736,735,36
2024-05-06,C,Beverages,4397,1118,33
2024-05-06,C,Snacks,2441,636,107
2024-05-06,C,Fruits,1972,504,30
2024-05-06,B,Dairy,1334,307,72
2024-05-06,A,Snacks,877,172,35
2024-05-06,B,Snacks,1615,447,26
2024-05-06,B,Fruits,2597,728,103
2024-05-06,A,Bakery,3922,915,90
2024-05-06,A,Dairy,4227,702,41
2024-05-06,A,Beverages,4427,994,25
2024-05-06,A,Fruits,4679,1302,85
2024-05-06,B,Beverages,942,258,83
2024-05-07,C,Bakery,2069,457,80
2024-05-07,C,Dairy,1277,362,58
2024-05-07,C,Beverages,1653,281,40
2024-05-07,C,Snacks,1551,407,73
2024-05-07,C,Fruits,1673,378,95
2024-05-07,B,Dairy,1539,418,29
2024-05-07,B,Bakery,1935,515,27
2024-05-07,B,Beverages,3367,573,30
2024-05-07,B,Fruits,3154,768,30
2024-05-07,A,Bakery,1665,297,25
2024-05-07,A,Dairy,1441,380,31
2024-05-07,A,Beverages,4003,1037,101
2024-05-07,A,Snacks,3785,969,32
2024-05-07,A,Fruits,4606,1080,20
2024-05-07,B,Snacks,3742,836,31
2024-05-08,C,Dairy,3469,841,107
2024-05-08,C,Beverages,3076,745,117
2024-05-08,C,Snacks,3423,738,90
2024-05-08,C,Fruits,2717,455,106
2024-05-08,B,Bakery,1537,242,76
2024-05-08,B,Dairy,4665,783,44
2024-05-08,B,Beverages,909,187,71
2024-05-08,C,Bakery,2365,436,63
2024-05-08,B,Fruits,3579,782,76
2024-05-08,A,Bakery,2886,638,107
2024-05-08,A,Dairy,869,167,104
2024-05-08,A,Beverages,1041,231,57
2024-05-08,A,Snacks,1177,274,25
2024-05-08,A,Fruits,3403,980,93
2024-05-08,B,Snacks,2795,467,67
2024-05-09,C,Bakery,3630,897,32
2024-05-09,C,Dairy,1053,284,79
2024-05-09,C,Beverages,3959,668,95
2024-05-09,C,Snacks,3436,873,105
2024-05-09,C,Fruits,4459,679,21
2024-05-09,B,Bakery,3463,786,77
2024-05-09,B,Dairy,2162,395,48
2024-05-09,B,Beverages,804,186,45
2024-05-09,B,Fruits,3680,1062,31
2024-05-09,A,Bakery,1753,332,42
2024-05-09,A,Dairy,3913,989,38
2024-05-09,A,Beverages,1742,444,32
2024-05-09,A,Snacks,993,233,77
2024-05-09,A,Fruits,1142,341,71
2024-05-09,B,Snacks,2727,782,37
2024-05-10,C,Bakery,1865,356,57
2024-05-10,C,Dairy,2668,545,77
2024-05-10,C,Beverages,996,289,117
2024-05-10,C,Snacks,4565,1252,47
2024-05-10,C,Fruits,3371,967,88
2024-05-10,B,Bakery,1055,171,116
2024-05-10,B,Dairy,1789,532,80
2024-05-10,B,Beverages,3308,968,42
2024-05-10,B,Fruits,2044,450,104
2024-05-10,A,Fruits,4201,1023,71
2024-05-10,A,Snacks,1454,383,26
2024-05-10,B,Snacks,1808,500,110
2024-05-10,A,Dairy,2676,591,89
2024-05-10,A,Bakery,4921,767,80
2024-05-10,A,Beverages,4226,750,34
2024-05-11,C,Dairy,3215,899,110
2024-05-11,C,Beverages,1665,291,20
2024-05-11,C,Snacks,4207,776,95
2024-05-11,C,Fruits,1233,238,98
2024-05-11,B,Bakery,1025,214,97
2024-05-11,B,Dairy,4802,1191,82
2024-05-11,B,Beverages,3810,1068,28
2024-05-11,C,Bakery,4557,1144,61
2024-05-11,B,Fruits,4785,1232,99
2024-05-11,A,Bakery,3369,987,31
2024-05-11,A,Dairy,1020,190,102
2024-05-11,A,Beverages,1454,285,57
2024-05-11,A,Snacks,2023,365,70
2024-05-11,A,Fruits,1344,342,90
2024-05-11,B,Snacks,3819,1032,117
2024-05-12,C,Bakery,4957,965,55
2024-05-12,C,Dairy,1202,291,49
2024-05-12,C,Beverages,2798,616,36
2024-05-12,C,Snacks,2998,589,47
2024-05-12,C,Fruits,4726,752,72
